date,quarter,num_components,raw_weight_coverage,index_iv,out_of_bounds,implied,realized,spread,zscore,position,position_change,pnl,cumulative_pnl
2015-10-30,2015Q3,124,0.8784709934719439,0.1276975,False,0.3604410199389781,0.3479512294649903,0.0124897904739877,,0,0.0,-0.0,0.0
2015-11-02,2015Q3,88,0.7579739429342038,0.117548,False,0.3066968336550597,0.3499281555581854,-0.0432313219031257,,0,0.0,0.0,0.0
2015-11-03,2015Q3,89,0.7615460292526129,0.1240935,False,0.3454640581617189,0.3304867931095549,0.0149772650521639,,0,0.0,-0.0,0.0
2015-11-04,2015Q3,89,0.7615460292526129,0.12793,False,0.361079403255174,0.3301886496709058,0.0308907535842682,,0,0.0,-0.0,0.0
2015-11-05,2015Q3,89,0.7615460292526129,0.126918,False,0.3462845325181609,0.3232884065729517,0.0229961259452091,,0,0.0,0.0,0.0
2015-11-06,2015Q3,89,0.7615460292526129,0.120619,False,0.3213277033993404,0.3269957992992528,-0.0056680958999124,,0,0.0,0.0,0.0
2015-11-09,2015Q3,126,0.8878116219647938,0.138027,False,0.3913703901807492,0.2722561781565289,0.1191142120242202,,0,0.0,-0.0,0.0
2015-11-10,2015Q3,127,0.8900994004994115,0.1314799999999999,False,0.3595971849416299,0.2745233251580515,0.0850738597835784,,0,0.0,0.0,0.0
2015-11-11,2015Q3,126,0.8878116219647938,0.135784,False,0.3803341080474522,0.2528240281428842,0.127510079904568,,0,0.0,-0.0,0.0
2015-11-12,2015Q3,127,0.8900994004994115,0.1547825,False,0.4524602647663805,0.2825359521889382,0.1699243125774423,,0,0.0,-0.0,0.0
2015-11-13,2015Q3,127,0.8900994004994115,0.170538,False,0.4875309995163902,0.2876690233433191,0.199861976173071,,0,0.0,-0.0,0.0
2015-11-16,2015Q3,127,0.8900994004994115,0.155054,False,0.4128204720871106,0.2824799359405546,0.130340536146556,,0,0.0,0.0,0.0
2015-11-17,2015Q3,127,0.8900994004994115,0.1614775,False,0.4675516043341302,0.2830367010729217,0.1845149032612084,,0,0.0,-0.0,0.0
2015-11-18,2015Q3,127,0.8900994004994115,0.1424455,False,0.4047930866677563,0.3027052702516051,0.1020878164161512,,0,0.0,0.0,0.0
2015-11-19,2015Q3,127,0.8900994004994115,0.142397,False,0.418023216080474,0.2983435530542009,0.119679663026273,,0,0.0,-0.0,0.0
2015-11-20,2015Q3,126,0.8868549630579728,0.131503,False,0.3829391530860408,0.2996805587635825,0.0832585943224583,,0,0.0,0.0,0.0
2015-11-23,2015Q3,127,0.8900994004994115,0.130869,False,0.3932772279171444,0.3006347980613849,0.0926424298557595,,0,0.0,-0.0,0.0
2015-11-24,2015Q3,127,0.8900994004994115,0.129611,False,0.3854155751434869,0.2940684302800579,0.0913471448634289,,0,0.0,0.0,0.0
2015-11-25,2015Q3,127,0.8900994004994115,0.125012,False,0.3744527619388206,0.29729089782602,0.0771618641128006,,0,0.0,0.0,0.0
2015-11-27,2015Q3,127,0.8900994004994115,0.129036,False,0.3895969134219288,0.2834592869021051,0.1061376265198237,,0,0.0,-0.0,0.0
2015-11-30,2015Q3,89,0.7615460292526129,0.1363225,False,0.4307367257506904,0.2998697136060643,0.1308670121446261,,0,0.0,-0.0,0.0
2015-12-01,2015Q3,89,0.7615460292526129,0.121969,False,0.3630159606716431,0.308662898618171,0.0543530620534721,,0,0.0,0.0,0.0
2015-12-02,2015Q3,89,0.7615460292526129,0.1377789999999999,False,0.4269458532349502,0.3253047697833007,0.1016410834516495,,0,0.0,-0.0,0.0
2015-12-03,2015Q3,89,0.7615460292526129,0.1555435,False,0.4780421809669455,0.3418925094115213,0.1361496715554242,,0,0.0,-0.0,0.0
2015-12-04,2015Q3,89,0.7615460292526129,0.1251545,False,0.372551529806948,0.3739171087301525,-0.0013655789232044,,0,0.0,0.0,0.0
2015-12-07,2015Q3,127,0.8900994004994115,0.1392605,False,0.4241807600385679,0.381267753727676,0.0429130063108919,,0,0.0,-0.0,0.0
2015-12-08,2015Q3,127,0.8900994004994115,0.150108,False,0.4587998897969061,0.3902117774222219,0.0685881123746842,,0,0.0,-0.0,0.0
2015-12-09,2015Q3,127,0.8900994004994115,0.1659904999999999,False,0.5189080974343978,0.3991465403293325,0.1197615571050653,,0,0.0,-0.0,0.0
2015-12-10,2015Q3,127,0.8900994004994115,0.1651075,False,0.5410065783566411,0.3940034377592678,0.1470031405973733,,0,0.0,-0.0,0.0
2015-12-11,2015Q3,127,0.8900994004994115,0.204255,False,0.6201150841404779,0.4287184314867984,0.1913966526536795,,0,0.0,-0.0,0.0
2015-12-14,2015Q3,127,0.8900994004994115,0.190179,False,0.5270308580372662,0.4380234073048919,0.0890074507323743,,0,0.0,0.0,0.0
2015-12-15,2015Q3,127,0.8900994004994115,0.179157,False,0.5252496788845596,0.4269842166624797,0.0982654622220799,,0,0.0,-0.0,0.0
2015-12-16,2015Q3,126,0.8834578058288117,0.1552919999999999,False,0.4776857853187906,0.4502294436221582,0.0274563416966323,,0,0.0,0.0,0.0
2015-12-17,2015Q3,127,0.8900994004994115,0.164804,False,0.5284866447035337,0.4678294578167658,0.0606571868867678,,0,0.0,-0.0,0.0
2015-12-18,2015Q3,127,0.8900994004994115,0.18152,False,0.5819899405108517,0.4938845624408973,0.0881053780699544,,0,0.0,-0.0,0.0
2015-12-21,2015Q3,126,0.8866153177492924,0.165474,False,0.5059941684344574,0.5162088498856962,-0.0102146814512387,,0,0.0,0.0,0.0
2015-12-22,2015Q3,125,0.8810552676329074,0.1481589999999999,False,0.4560515771833025,0.5126004622748578,-0.0565488850915552,,0,0.0,0.0,0.0
2015-12-23,2015Q3,127,0.8900994004994115,0.1359615,False,0.4295035262445315,0.5257432654584306,-0.0962397392138991,,0,0.0,0.0,0.0
2015-12-24,2015Q3,126,0.8874972170283069,0.1353154999999999,False,0.4252511803289088,0.5326950971092547,-0.1074439167803458,-0.5231526437613987,0,0.0,0.0,0.0
2015-12-28,2015Q3,89,0.7615460292526129,0.1477975,False,0.3774388408379229,0.5212341579480869,-0.143795317110164,-0.7830910407111095,0,0.0,0.0,0.0
2015-12-29,2015Q3,89,0.7615460292526129,0.1388365,False,0.3525176008249053,0.5269127196121265,-0.1743951187872212,-1.0279993945931911,0,0.0,0.0,0.0
2015-12-30,2015Q3,89,0.7615460292526129,0.145444,False,0.3782919283805689,0.5188743899961916,-0.1405824616156227,-0.8576020137197081,0,0.0,-0.0,0.0
2015-12-31,2015Q3,89,0.7615460292526129,0.157037,False,0.4147866226303127,0.5327761107924927,-0.1179894881621799,-0.7470762195811207,0,0.0,-0.0,0.0
2016-01-04,2015Q4,88,0.7566337677025747,0.18147,False,0.4205154485980214,0.5528833970299658,-0.1323679484319443,-0.9085495433870504,0,0.0,0.0,0.0
2016-01-05,2015Q4,88,0.7566337677025747,0.169958,False,0.389681120896978,0.5593271401386396,-0.1696460192416616,-1.245165394711274,0,0.0,0.0,0.0
2016-01-06,2015Q4,88,0.7566337677025747,0.184016,False,0.4150699634426359,0.5615419766972738,-0.1464720132546378,-1.1310532352301028,0,0.0,-0.0,0.0
2016-01-07,2015Q4,88,0.7566337677025747,0.2148895,False,0.4569144864912023,0.5871623773500335,-0.1302478908588312,-1.061717720270249,0,0.0,-0.0,0.0
2016-01-08,2015Q4,88,0.7566337677025747,0.2273425,False,0.5139207690818282,0.588473171541299,-0.0745524024594708,-0.6524839625573376,0,0.0,-0.0,0.0
2016-01-11,2015Q4,125,0.8833462431514046,0.2048019999999999,False,0.4706117070111237,0.5798023436415226,-0.1091906366303989,-0.9696152603652948,0,0.0,0.0,0.0
2016-01-12,2015Q4,125,0.8833462431514046,0.1867165,False,0.4174743720773204,0.5791495233616282,-0.1616751512843077,-1.4442764207667165,0,0.0,0.0,0.0
2016-01-13,2015Q4,125,0.8833462431514046,0.222754,False,0.5114913858714297,0.6002848211030493,-0.0887934352316195,-0.8596540883066943,0,0.0,-0.0,0.0
2016-01-14,2015Q4,125,0.8833462431514046,0.2113215,False,0.5010145091965571,0.605988698444848,-0.1049741892482909,-1.043392938920258,0,0.0,0.0,0.0
2016-01-15,2015Q4,125,0.8833462431514046,0.2327255,False,0.4954557782589796,0.6166885815212972,-0.1212328032623176,-1.2010813657829869,0,0.0,0.0,0.0
2016-01-19,2015Q4,125,0.8833462431514046,0.2180155,False,0.5061317978253186,0.6080288339104196,-0.101897036085101,-1.0144625984806392,0,0.0,-0.0,0.0
2016-01-20,2015Q4,125,0.8833462431514046,0.2378994999999999,False,0.5180390797577159,0.5726982283174616,-0.0546591485597457,-0.597582376418606,0,0.0,-0.0,0.0
2016-01-21,2015Q4,126,0.8854857225421914,0.235315,False,0.555039389449507,0.5669324735691245,-0.0118930841196174,-0.2133614823928682,0,0.0,-0.0,0.0
2016-01-22,2015Q4,125,0.8833462431514046,0.1934945,False,0.4500190977068897,0.5795780115863923,-0.1295589138795026,-1.2913911936574831,0,0.0,0.0,0.0
2016-01-25,2015Q4,126,0.8854857225421914,0.213116,False,0.4976700188467587,0.5841930991290792,-0.0865230802823205,-0.8800450241923209,0,0.0,-0.0,0.0
2016-01-26,2015Q4,125,0.8833462431514046,0.200442,False,0.469409288166513,0.5864947490702036,-0.1170854609036906,-1.1390018024429045,0,0.0,0.0,0.0
2016-01-27,2015Q4,125,0.8833462431514046,0.2098795,False,0.5094603608045415,0.5605998633660294,-0.0511395025614879,-0.5337707446151783,0,0.0,-0.0,0.0
2016-01-28,2015Q4,125,0.8833462431514046,0.198351,False,0.4655369416753564,0.5292184172597622,-0.0636814755844057,-0.6345645845583616,0,0.0,0.0,0.0
2016-01-29,2015Q4,124,0.8803889634947889,0.17895,False,0.4799946840554666,0.5389890641684915,-0.0589943801130248,-0.5887523038139179,0,0.0,-0.0,0.0
2016-02-01,2015Q4,88,0.7566337677025747,0.18039,False,0.4589070040798194,0.5210265266895995,-0.0621195226097801,-0.6036190911977428,0,0.0,0.0,0.0
2016-02-02,2015Q4,88,0.7566337677025747,0.201011,False,0.5141106022760283,0.5261377092204725,-0.0120271069444442,-0.1430533596108503,0,0.0,-0.0,0.0
2016-02-03,2015Q4,88,0.7566337677025747,0.198437,False,0.4759518694854083,0.4940545487796412,-0.0181026792942329,-0.1919282921787939,0,0.0,0.0,0.0
2016-02-04,2015Q4,88,0.7566337677025747,0.1979675,False,0.4887226057227318,0.4790460057414074,0.0096765999813244,0.057661142184365,0,0.0,-0.0,0.0
2016-02-05,2015Q4,88,0.7566337677025747,0.215908,False,0.4969904477451689,0.4754186348484273,0.0215718128967415,0.1819602285379479,0,0.0,-0.0,0.0
2016-02-08,2015Q4,125,0.8833462431514046,0.2381205,False,0.526476874204954,0.4561553310346831,0.0703215431702709,0.6314350225139611,0,0.0,-0.0,0.0
2016-02-09,2015Q4,125,0.8833462431514046,0.2415824999999999,False,0.5314067732027369,0.448630107390666,0.0827766658120708,0.7574971759871099,0,0.0,-0.0,0.0
2016-02-10,2015Q4,126,0.8854857225421914,0.2389415,False,0.5466753607366892,0.4428979844678523,0.1037773762688369,0.9742959753179528,0,0.0,-0.0,0.0
2016-02-11,2015Q4,126,0.8854857225421914,0.256945,False,0.555185541757288,0.4202410063025858,0.1349445354547021,1.2970811982983474,1,1.0,-500.0,-500.0
2016-02-12,2015Q4,126,0.8854857225421914,0.22857,False,0.5325453104354249,0.4365318609280669,0.0960134495073579,0.938073483197826,1,0.0,38931.08594734421,38431.08594734421
2016-02-16,2015Q4,126,0.8854857225421914,0.21011,False,0.5174505818210147,0.4480677366010969,0.0693828452199177,0.7185669790127861,1,0.0,26630.604287440212,65061.69023478442
2016-02-17,2015Q4,126,0.8854857225421914,0.195268,False,0.5185650478205572,0.4523540611668565,0.0662109866537007,0.696959379791109,1,0.0,3171.8585662169894,68233.54880100141
2016-02-18,2015Q4,126,0.8854857225421914,0.190654,False,0.497032371362385,0.4518118810121546,0.0452204903502304,0.5079750467450885,1,0.0,20990.496303470303,89224.0451044717
2016-02-19,2015Q4,126,0.8854857225421914,0.1798965,False,0.4834957900753779,0.4512801219414518,0.0322156681339261,0.3891365537191471,1,0.0,13004.8222163043,102228.867320776
2016-02-22,2015Q4,126,0.8854857225421914,0.167841,False,0.4571094674280685,0.4365393496311415,0.020570117796927,0.2868527677469925,1,0.0,11645.550336999104,113874.4176577751
2016-02-23,2015Q4,125,0.8833462431514046,0.184941,False,0.5149016253357822,0.4385498622778585,0.0763517630579236,0.8541241033910036,1,0.0,-55781.64526099661,58092.7723967785
2016-02-24,2015Q4,125,0.8833462431514046,0.1861395,False,0.5095044998762807,0.4428391311228692,0.0666653687534114,0.7590519796733354,1,0.0,9686.394304512194,67779.1667012907
2016-02-25,2015Q4,124,0.8796010215863069,0.1712135,False,0.4677867711872648,0.4460524745040239,0.0217342966832408,0.3217548995282053,1,0.0,44931.07207017061,112710.2387714613
2016-02-26,2015Q4,124,0.8769396494602781,0.1739959999999999,False,0.4946862383840316,0.4158007666042476,0.078885471779784,0.925550330934446,1,0.0,-57151.1750965432,55559.0636749181
2016-02-29,2015Q4,88,0.7566337677025747,0.1799915,False,0.5180136471282203,0.4101101875371223,0.1079034595910979,1.2059266525528844,1,0.0,-29017.9878113139,26541.0758636042
2016-03-01,2015Q4,88,0.7566337677025747,0.1552915,False,0.4578756927927973,0.4150476509708852,0.042828041821912,0.5533211625714681,1,0.0,65075.41776918591,91616.49363279011
2016-03-02,2015Q4,88,0.7566337677025747,0.147863,False,0.4309110182177914,0.420134764120767,0.0107762540970243,0.2481713043167568,1,0.0,32051.787724887705,123668.28135767781
2016-03-03,2015Q4,88,0.7566337677025747,0.14633,False,0.4354092689633555,0.4176498667787923,0.0177594021845632,0.3182618853027451,1,0.0,-6983.148087538898,116685.13327013892
2016-03-04,2015Q4,88,0.7566337677025747,0.145757,False,0.4443336407789781,0.4227116721355396,0.0216219686434384,0.3633896583690228,1,0.0,-3862.566458875203,112822.56681126372
2016-03-07,2015Q4,125,0.8833462431514046,0.1533594999999999,False,0.4613928491160696,0.4053054825663895,0.0560873665496801,0.7309879098159046,1,0.0,-34465.3979062417,78357.16890502203
2016-03-08,2015Q4,125,0.8833462431514046,0.1661845,False,0.5068162703133138,0.3961945905058096,0.1106216798075042,1.312657648476245,1,0.0,-54534.313257824106,23822.855647197925
2016-03-09,2015Q4,125,0.8833462431514046,0.1631165,False,0.4927999021068534,0.3907291086307848,0.1020707934760686,1.244714886562466,1,0.0,8550.88633143561,32373.741978633534
2016-03-10,2015Q4,125,0.8833462431514046,0.1585085,False,0.4736252754646184,0.3934512685957243,0.080174006868894,1.0649941317722376,1,0.0,21896.78660717459,54270.52858580812
2016-03-11,2015Q4,125,0.8833462431514046,0.1417145,False,0.4335377975181674,0.4251143110212694,0.008423486496898,0.2863721141952758,1,0.0,71750.520371996,126021.04895780412
2016-03-14,2015Q4,125,0.8833462431514046,0.144837,False,0.4276262463230202,0.4146358700003005,0.0129903763227197,0.358431003455422,1,0.0,-4566.8898258217005,121454.15913198242
2016-03-15,2015Q4,124,0.8769396494602781,0.148509,False,0.4442656953311625,0.4177476376123609,0.0265180577188016,0.5126120594427848,1,0.0,-13527.6813960819,107926.47773590052
2016-03-16,2015Q4,125,0.8833462431514046,0.135553,False,0.4106451119361141,0.3895314790568633,0.0211136328792507,0.4609984136264576,1,0.0,5404.424839550899,113330.90257545143
2016-03-17,2015Q4,125,0.8833462431514046,0.126997,False,0.3730703693393056,0.4076818053152028,-0.0346114359758972,-0.1551645657336116,1,0.0,55725.068855147896,169055.97143059934
2016-03-18,2015Q4,124,0.8769396494602781,0.1195835,False,0.3462430412543991,0.4147795567996575,-0.0685365155452584,-0.5358486656308417,0,1.0,33425.0795693612,202481.05099996054
2016-03-21,2015Q4,124,0.8775567895085271,0.1209595,False,0.3064017683128794,0.392699764327425,-0.0862979960145455,-0.7330803485576557,0,0.0,0.0,202481.05099996054
2016-03-22,2015Q4,124,0.8809027889723944,0.122851,False,0.3114156592452226,0.3950631948566679,-0.0836475356114453,-0.7063017677190037,0,0.0,-0.0,202481.05099996054
2016-03-23,2015Q4,124,0.8769396494602781,0.130271,False,0.3438372975936685,0.4095374912310445,-0.065700193637376,-0.5102015936621598,0,0.0,-0.0,202481.05099996054
2016-03-24,2015Q4,124,0.8808647947888346,0.12919,False,0.3316793492745591,0.4149074466801664,-0.0832280974056072,-0.7350278317684401,0,0.0,0.0,202481.05099996054
2016-03-28,2015Q4,88,0.7566337677025747,0.135505,False,0.3055412249851572,0.4302024855159996,-0.1246612605308424,-1.251456685852068,0,0.0,0.0,202481.05099996054
2016-03-29,2015Q4,88,0.7566337677025747,0.120377,False,0.2440209878341761,0.4106517620678236,-0.1666307742336475,-1.7333324714755167,0,0.0,0.0,202481.05099996054
2016-03-30,2015Q4,88,0.7566337677025747,0.117485,False,0.2488529306781572,0.391081410913772,-0.1422284802356148,-1.4303174948847284,0,0.0,-0.0,202481.05099996054
2016-03-31,2015Q4,88,0.7566337677025747,0.1228175,False,0.2646710886634226,0.3759559939772715,-0.1112849053138488,-1.0754194317197163,0,0.0,-0.0,202481.05099996054
2016-04-01,2016Q1,88,0.7528879419174644,0.112426,False,0.2310711166743305,0.3660832702118171,-0.1350121535374865,-1.3781852360488267,0,0.0,0.0,202481.05099996054
2016-04-04,2016Q1,88,0.7528879419174644,0.123064,False,0.2726529906607379,0.3664510840913259,-0.0937980934305879,-0.9071973200718568,0,0.0,-0.0,202481.05099996054
2016-04-05,2016Q1,88,0.7528879419174644,0.1369945,False,0.30954792047269,0.3635178879158907,-0.0539699674432007,-0.4459813253404925,0,0.0,-0.0,202481.05099996054
2016-04-06,2016Q1,88,0.7528879419174644,0.1232699999999999,False,0.2550086340492651,0.3402479180333829,-0.0852392839841177,-0.8269657167266742,0,0.0,0.0,202481.05099996054
2016-04-07,2016Q1,88,0.7528879419174644,0.142937,False,0.3101175625914945,0.3719867462743946,-0.0618691836829001,-0.5542874366139302,0,0.0,-0.0,202481.05099996054
2016-04-08,2016Q1,88,0.7528879419174644,0.134244,False,0.2910442646008968,0.3631210633344051,-0.0720767987335083,-0.716105949303223,0,0.0,0.0,202481.05099996054
2016-04-11,2016Q1,126,0.8841496589492785,0.139868,False,0.3376904215456231,0.3651713589700294,-0.0274809374244062,-0.1647488651753162,0,0.0,-0.0,202481.05099996054
2016-04-12,2016Q1,126,0.8841496589492785,0.1301125,False,0.30140561192513,0.3585209434324323,-0.0571153315073023,-0.5584158738206908,0,0.0,0.0,202481.05099996054
2016-04-13,2016Q1,126,0.8841496589492785,0.118681,False,0.2615900105709205,0.2812003455842918,-0.0196103350133712,-0.0985356665186012,0,0.0,-0.0,202481.05099996054
2016-04-14,2016Q1,126,0.8841496589492785,0.1173935,False,0.2621578827357126,0.2831666450709405,-0.0210087623352279,-0.1361419401539231,0,0.0,0.0,202481.05099996054
2016-04-15,2016Q1,126,0.8841496589492785,0.115816,False,0.2578415877141556,0.2874204947194536,-0.0295789070052979,-0.2559465414758513,0,0.0,0.0,202481.05099996054
2016-04-18,2016Q1,126,0.8841496589492785,0.114526,False,0.2700429587356117,0.2926692041461382,-0.0226262454105264,-0.1611094368557498,0,0.0,-0.0,202481.05099996054
2016-04-19,2016Q1,124,0.8780201548472336,0.114232,False,0.2721417691716098,0.2956316284742716,-0.0234898593026617,-0.2003855705450867,0,0.0,0.0,202481.05099996054
2016-04-20,2016Q1,126,0.8841496589492785,0.114244,False,0.2726745063500624,0.2666807579355649,0.0059937484144975,0.1808166305405159,0,0.0,-0.0,202481.05099996054
2016-04-21,2016Q1,126,0.8841496589492785,0.1194005,False,0.285006473848323,0.2735647631921143,0.0114417106562086,0.2305950168460021,0,0.0,-0.0,202481.05099996054
2016-04-22,2016Q1,126,0.8841496589492785,0.114586,False,0.2909244903784473,0.2528060555928638,0.0381184347855835,0.5831364686220946,0,0.0,-0.0,202481.05099996054
2016-04-25,2016Q1,126,0.8841496589492785,0.121867,False,0.3223162465072773,0.2195421718642103,0.102774074643067,1.4317740607866465,1,1.0,-500.0,201981.05099996054
2016-04-26,2016Q1,124,0.8766955386063414,0.123109,False,0.3352854774137243,0.2171681519639695,0.1181173254497547,1.5771679766137148,1,0.0,-15343.250806687705,186637.80019327282
2016-04-27,2016Q1,124,0.8766955386063414,0.1206865,False,0.3460602822449177,0.2071456324436842,0.1389146498012335,1.7761867037554884,1,0.0,-20797.324351478797,165840.47584179402
2016-04-28,2016Q1,125,0.8815378265871603,0.13399,False,0.4064453801621325,0.2287708431407794,0.1776745370213531,2.158897190211023,1,0.0,-38759.887220119606,127080.58862167441
2016-04-29,2016Q1,125,0.8801739625126394,0.138808,False,0.4212907092430161,0.2243629340613957,0.1969277751816203,2.255536185883453,1,0.0,-19253.238160267196,107827.35046140722
2016-05-02,2016Q1,89,0.7573828381892233,0.126715,False,0.3763774656184826,0.2355386078599301,0.1408388577585525,1.513022324942372,1,0.0,56088.91742306779,163916.267884475
2016-05-03,2016Q1,89,0.7573828381892233,0.1352425,False,0.4102682272221655,0.2440794241530895,0.166188803069076,1.740439923565069,1,0.0,-25349.94531052348,138566.32257395153
2016-05-04,2016Q1,89,0.7573828381892233,0.1416164999999999,False,0.4330885234439113,0.2497441891642697,0.1833443342796416,1.8662103055730392,1,0.0,-17155.531210565623,121410.79136338591
2016-05-05,2016Q1,89,0.7573828381892233,0.141578,False,0.4398112120804108,0.2449959984733464,0.1948152136070643,1.920050196168856,1,0.0,-11470.87932742269,109939.91203596322
2016-05-06,2016Q1,89,0.7573828381892233,0.130344,False,0.3955350433674053,0.2497010302826095,0.1458340130847958,1.3603025842588845,1,0.0,48981.20052226851,158921.11255823175
2016-05-09,2016Q1,126,0.8841496589492785,0.130538,False,0.4022379133170956,0.2484409718839083,0.1537969414331872,1.4371355661834582,1,0.0,-7962.928348391407,150958.18420984034
2016-05-10,2016Q1,126,0.8841496589492785,0.118839,False,0.3585912768798622,0.2638852457799903,0.0947060310998719,0.7950401861654304,1,0.0,59090.9103333153,210049.09454315563
2016-05-11,2016Q1,126,0.8841496589492785,0.129498,False,0.4147954043507471,0.2718990693777303,0.1428963349730168,1.2899270012839334,1,0.0,-48190.30387314489,161858.79067001073
2016-05-12,2016Q1,126,0.8841496589492785,0.124605,False,0.3798007480785033,0.2694842707899414,0.1103164772885618,0.9268393307334628,1,0.0,32579.857684454997,194438.64835446572
2016-05-13,2016Q1,126,0.8841496589492785,0.1319854999999999,False,0.4049006824919995,0.2763249551590023,0.1285757273329972,1.0960472107053736,1,0.0,-18259.25004443539,176179.39831003034
2016-05-16,2016Q1,126,0.8841496589492785,0.1273925,False,0.3814749194521467,0.2953506026129955,0.0861243168391511,0.6353554271518308,1,0.0,42451.41049384608,218630.80880387643
2016-05-17,2016Q1,126,0.8841496589492785,0.137189,False,0.4270711349132863,0.2976379897493201,0.1294331451639662,1.0622707199216557,1,0.0,-43308.8283248151,175321.9804790613
2016-05-18,2016Q1,126,0.8841496589492785,0.138344,False,0.4313407348760699,0.2716667357992447,0.1596739990768251,1.3449941993493313,1,0.0,-30240.85391285891,145081.1265662024
2016-05-19,2016Q1,126,0.8841496589492785,0.142036,False,0.4642940515220119,0.2388029653321854,0.2254910861898265,1.9326332582623016,1,0.0,-65817.08711300138,79264.03945320103
2016-05-20,2016Q1,125,0.8771865469656098,0.1253955,False,0.4148441416812391,0.2412312841499752,0.1736128575312639,1.367557317988184,1,0.0,51878.22865856259,131142.2681117636
2016-05-23,2016Q1,125,0.8771865469656098,0.138366,False,0.485598313885583,0.2407485266790491,0.2448497872065339,1.9730122295032424,1,0.0,-71236.92967526999,59905.33843649362
2016-05-24,2016Q1,125,0.8815378265871603,0.1243539999999999,False,0.428283468434308,0.252656642480721,0.1756268259535869,1.2913748937578695,1,0.0,69222.961252947,129128.29968944062
2016-05-25,2016Q1,124,0.879026784791825,0.1158535,False,0.3896252352470444,0.2523874407045993,0.1372377945424451,0.9095260233449896,1,0.0,38389.031411141776,167517.3311005824
2016-05-26,2016Q1,123,0.8747297436943174,0.1129,False,0.3849438434016013,0.2528920666393007,0.1320517767623006,0.8377368168216712,1,0.0,5186.01778014452,172703.34888072693
2016-05-27,2016Q1,123,0.8747297436943174,0.1057444999999999,False,0.3486455558147551,0.257476169801581,0.091169386013174,0.4466776695286611,1,0.0,40882.3907491266,213585.73962985352
2016-05-31,2016Q1,89,0.7573828381892233,0.1194129999999999,False,0.4003689929633596,0.2483296354094393,0.1520393575539202,0.9823666969118586,1,0.0,-60869.971540746206,152715.7680891073
